type,load,efficiency,is_synthetic
C,0.5,50.89483484312596,1
F,1.8,81.68494981969265,1
F,2.1,82.61279003437048,1
F,2.4000000000000004,83.68229878287418,1
F,2.3000000000000003,83.39798434305806,1
F,0.9,70.55652478364946,1
F,2.5,84.18246295214674,1
F,1.6,79.64450952597522,1
F,1.8,81.29376973992295,1
F,1.0,71.18061492526067,1
F,0.8,67.87313860677769,1
F,2.8000000000000003,84.49951110044816,1
F,1.8,82.06817837559653,1
F,0.8,70.16557284431431,1
F,2.2,83.36337007492274,1
F,1.1,75.13779651592195,1
F,3.0,84.9591351413259,1
F,2.5,84.22050145472076,1
F,3.0,85.23797630134226,1
F,2.6,84.1765526854754,1
F,1.5,78.919940465276,1
F,2.9000000000000004,85.22373467654643,1
F,1.7000000000000002,80.97282277656562,1
F,1.9000000000000001,81.7214298834907,1
F,1.0,71.26472647675477,1
F,0.9,70.37529987463509,1
F,2.7,84.81230221385259,1
F,1.4000000000000001,78.29300276615909,1
F,1.7000000000000002,80.72434990763503,1
F,2.3000000000000003,83.33535796134008,1
F,1.4000000000000001,78.79833161875403,1
F,0.8,69.7279883381119,1
F,2.7,84.63534540219334,1
F,1.5,78.33199146917305,1
F,1.9000000000000001,81.41215533301974,1
F,2.7,84.43713156027641,1
F,2.1,83.16729992032461,1
F,2.9000000000000004,84.79866538665097,1
F,1.9000000000000001,82.20744416591,1
F,2.4000000000000004,84.00674211519444,1
F,0.9,71.96128218182595,1
F,1.1,75.05894274473641,1
F,2.9000000000000004,85.54108823297834,1
F,0.6000000000000001,64.56473019731038,1
F,1.1,74.27611024804898,1
F,2.7,84.47432456007198,1
F,2.9000000000000004,85.16976373817508,1
F,1.1,74.62310604722799,1
F,1.4000000000000001,77.19508261088767,1
F,2.2,82.91236524807306,1
F,2.3000000000000003,83.51396902185694,1
F,2.5,83.95150466201494,1
F,2.9000000000000004,84.79603774308855,1
I,0.7000000000000001,69.38894285887912,1
I,3.0,87.20087472343097,1
I,2.9000000000000004,86.3321862515032,1
I,2.4000000000000004,85.78533469992279,1
I,3.0,87.19766257959006,1
I,2.1,84.68775791863341,1
I,2.7,85.96832602619082,1
I,3.0,87.15519428806925,1
I,2.8000000000000003,86.320787458696,1
I,1.9000000000000001,84.24958113497274,1
I,3.0,86.93950812613235,1
I,2.7,86.57181704584373,1
I,2.9000000000000004,86.82198733546994,1
I,1.0,75.42958592454069,1
I,2.8000000000000003,86.24670100042604,1
I,2.9000000000000004,86.3227199021795,1
I,1.3,78.6008310771869,1
I,0.8,74.03046730915857,1
I,1.9000000000000001,82.9900746171353,1
I,1.4000000000000001,80.78312596373209,1
I,3.0,87.26487037660776,1
I,1.6,81.7283984517975,1
I,3.0,87.1159134600438,1
I,0.8,74.263957590025,1
I,1.0,74.43601268659566,1
I,3.0,87.16368441661608,1
I,3.0,87.22138155049217,1
I,3.0,87.36238458540475,1
I,2.3000000000000003,85.07465377233224,1
I,3.0,86.94665769719046,1
I,2.5,85.79468103730304,1
I,3.0,86.80625356689904,1
I,1.6,82.08160996071516,1
I,2.6,85.70208080577748,1
I,2.1,84.42794519985303,1
I,0.6000000000000001,64.02778497272348,1
I,3.0,87.2819325311945,1
I,2.8000000000000003,86.74275979095741,1
I,3.0,87.46400469562771,1
I,2.2,84.38588702340235,1
I,0.5,64.57622394284562,1
I,3.0,87.08250165692775,1
I,2.9000000000000004,86.04317625372502,1
I,2.5,85.87186833591309,1
I,2.2,84.90386482629103,1
I,2.0,84.97633712865084,1
