type,load,efficiency,is_synthetic
J,0.9,74.13,0
K,1.8,84.48,0
J,1.8,84.23,0
H,1.8,84.09,0
J,1.6,83.23,0
F,1.0,72.76,0
B,3.0,82.08,0
G,2.7,85.08,0
H,2.3,85.78,0
K,2.3,85.39,0
H,1.0,76.81,0
H,3.0,87.09,0
J,1.2,79.83,0
K,2.8,87.32,0
E,2.1,81.79,0
G,2.1,83.57,0
J,0.7,70.51,0
H,0.9,74.91,0
H,1.9,84.58,0
K,0.7,71.21,0
H,1.4,81.4,0
K,2.5,86.79,0
K,1.4,82.81,0
B,1.6,77.57,0
H,2.7,86.81,0
J,1.8,84.19,0
G,2.4,84.36,0
B,2.4,80.88,0
D,0.8,67.27,0
H,2.8,86.85,0
D,0.7,64.75,0
K,2.0,85.87,0
K,2.9,87.55,0
H,1.3,80.48,0
B,2.1,80.01,0
K,2.2,85.92,0
C,0.7,54.04,0
J,0.7,70.4,0
E,3.0,83.96,0
K,2.2,86.61,0
H,3.0,87.09,0
K,1.3,81.96,0
J,2.5,86.69,0
B,1.4,75.45,0
E,1.1,74.4,0
J,0.8,73.69,0
K,2.5,86.78,0
K,2.7,87.29,0
C,2.3,75.62,0
K,2.2,85.98,0
A,2.9,70.97,0
J,1.7,83.75,0
E,2.6,83.19,0
J,2.6,86.39,0
B,0.8,64.72,0
J,2.0,84.78,0
H,2.6,86.65,0
K,2.5,85.88,0
G,2.2,83.63,0
K,2.7,87.26,0
B,0.7,63.03,0
K,2.0,85.29,0
B,2.2,81.03,0
E,2.4,82.87,0
K,1.8,84.84,0
K,2.2,86.19,0
G,1.2,77.56,0
D,0.5,57.14,0
K,1.0,77.96,0
K,1.9,84.82,0
K,1.8,84.91,0
J,0.6,67.67,0
J,0.8,73.19,0
J,2.3,85.87,0
H,0.8,72.9,0
E,2.6,82.98,0
H,2.0,84.88,0
H,2.6,86.24,0
H,1.1,78.65,0
K,2.7,87.15,0
K,0.7,72.44,0
G,0.8,70.28,0
K,1.8,84.54,0
K,2.5,86.41,0
J,2.7,86.92,0
K,1.6,83.58,0
K,1.6,83.73,0
D,2.6,82.79,0
J,2.1,84.68,0
F,1.5,78.86,0
H,2.9,87.1,0
E,0.5,58.09,0
J,2.6,86.72,0
G,2.0,83.19,0
G,2.5,84.61,0
B,0.7,62.05,0
K,2.3,86.29,0
K,1.0,77.4,0
H,2.4,86.25,0
K,0.9,76.06,0
D,2.4,81.92,0
H,1.2,79.56,0
J,2.9,86.82,0
B,1.4,74.52,0
H,1.5,82.3,0
H,0.6,68.01,0
G,0.7,67.75,0
K,0.8,74.12,0
K,2.9,87.48,0
J,2.1,84.98,0
D,2.6,82.62,0
H,2.0,84.89,0
J,1.4,81.18,0
K,2.8,87.18,0
F,1.1,74.1,0
H,1.1,78.42,0
J,2.2,85.58,0
E,0.7,67.08,0
H,2.9,86.99,0
B,1.5,75.55,0
H,0.9,75.28,0
K,0.9,76.46,0
H,1.7,83.69,0
K,1.8,84.56,0
J,3.0,87.56,0
H,1.6,82.81,0
J,1.3,79.88,0
H,2.6,86.58,0
K,2.8,87.36,0
C,2.4,75.68,0
K,2.3,86.31,0
E,2.6,83.83,0
K,2.8,87.29,0
K,1.8,84.34,0
J,0.8,72.27,0
K,2.3,86.67,0
H,2.5,86.54,0
G,2.4,84.37,0
K,2.4,85.7,0
B,2.1,79.62,0
C,1.4,68.56,0
I,2.8,85.93,0
K,2.8,87.29,0
G,2.2,83.69,0
K,1.9,84.64,0
D,1.5,77.48,0
H,1.4,82.5,0
H,2.7,86.72,0
C,1.6,70.01,0
J,0.8,72.2,0
J,1.0,76.6,0
J,0.5,64.21,0
B,0.5,54.27,0
C,3.0,77.9,0
E,2.2,82.76,0
H,1.0,77.05,0
K,3.0,87.65,0
J,2.0,85.36,0
H,1.2,79.63,0
G,0.6,63.95,0
J,1.7,83.97,0
K,0.5,65.29,0
K,0.7,71.57,0
K,1.0,76.94,0
K,3.0,86.9,0
J,2.8,86.69,0
K,0.7,71.11,0
C,1.5,68.98,0
K,1.7,84.06,0
H,1.7,83.6,0
J,1.3,80.52,0
J,1.7,82.92,0
H,1.2,79.25,0
D,1.8,79.22,0
I,0.8,70.01,0
D,2.9,83.16,0
H,1.6,83.05,0
B,2.9,82.97,0
H,1.8,83.69,0
K,2.1,85.96,0
H,2.6,86.56,0
J,1.4,80.8,0
J,2.0,84.93,0
E,1.3,76.63,0
K,1.8,84.42,0
B,1.2,73.29,0
H,2.2,85.63,0
A,2.7,69.88,0
G,1.0,74.15,0
G,2.3,83.94,0
K,2.8,87.55,0
B,1.4,75.0,0
G,2.8,85.52,0
D,1.4,77.1,0
K,2.2,86.49,0
K,2.2,85.9,0
D,0.5,56.29,0
E,2.9,83.76,0
H,2.3,85.73,0
D,2.1,80.64,0
E,1.6,79.11,0
K,1.4,82.03,0
C,2.5,76.32,0
D,1.4,76.76,0
H,1.0,77.94,0
K,0.9,75.71,0
D,1.9,79.53,0
H,2.9,87.11,0
I,2.7,85.84,0
H,1.5,82.4,0
H,1.5,82.26,0
K,2.4,86.42,0
J,0.8,72.9,0
H,1.0,76.96,0
B,2.8,81.9,0
J,1.8,83.57,0
H,1.1,77.97,0
D,2.5,82.35,0
K,0.6,68.5,0
H,1.7,83.41,0
J,1.0,76.48,0
G,1.4,79.2,0
K,2.9,87.38,0
K,2.8,87.35,0
D,2.1,81.49,0
J,2.6,86.81,0
K,2.9,87.41,0
B,0.6,58.19,0
J,2.4,86.23,0
K,2.3,86.28,0
K,1.5,83.07,0
G,0.6,64.16,0
D,1.3,75.42,0
K,1.2,81.38,0
J,2.0,84.65,0
H,2.6,86.63,0
H,1.8,83.93,0
D,1.2,74.49,0
C,0.5,45.28,0
H,2.1,85.42,0
K,0.6,68.98,0
H,2.2,85.43,0
E,2.5,83.05,0
E,2.7,83.53,0
J,2.4,86.29,0
J,2.9,87.09,0
D,1.5,77.73,0
H,1.5,82.38,0
H,1.4,81.38,0
D,2.0,80.1,0
J,2.1,85.38,0
G,0.9,71.98,0
I,1.7,81.67,0
H,1.4,81.66,0
G,0.8,70.47,0
B,2.3,80.42,0
B,0.6,58.04,0
H,2.5,86.57,0
C,1.0,61.28,0
H,1.9,84.38,0
K,2.3,86.23,0
D,3.0,83.42,0
H,1.5,82.06,0
G,0.5,60.5,0
G,2.8,85.66,0
H,1.3,80.83,0
A,1.4,57.52,0
K,2.1,85.6,0
K,2.7,86.99,0
G,2.5,84.78,0
K,1.6,83.85,0
K,0.9,76.04,0
H,1.5,82.46,0
K,1.3,81.2,0
E,1.6,79.28,0
B,1.7,77.39,0
K,2.5,86.9,0
K,0.6,68.37,0
K,0.8,73.71,0
D,0.5,56.92,0
I,2.6,85.59,0
K,1.2,80.19,0
B,1.4,75.67,0
E,1.1,73.38,0
E,1.4,77.0,0
H,2.3,85.99,0
K,0.5,65.3,0
G,1.0,74.36,0
K,1.7,84.34,0
K,2.2,85.94,0
G,1.4,78.84,0
K,1.3,81.09,0
H,0.5,64.58,0
J,1.4,80.68,0
K,1.6,83.16,0
J,0.6,64.95,0
B,2.0,80.11,0
D,1.1,72.6,0
K,1.0,77.69,0
B,1.1,72.19,0
K,2.6,87.34,0
H,2.6,86.52,0
E,2.2,82.41,0
H,0.5,64.02,0
E,1.8,80.13,0
I,1.6,81.48,0
K,0.7,72.03,0
H,0.7,70.69,0
K,1.3,81.04,0
H,1.7,83.67,0
F,2.0,81.65,0
K,2.6,86.98,0
E,0.9,70.38,0
K,0.5,64.66,0
J,1.4,81.8,0
D,1.4,76.09,0
G,1.3,78.33,0
K,1.2,78.74,0
D,2.1,81.22,0
K,2.3,86.69,0
K,2.2,86.01,0
J,1.8,83.61,0
H,0.5,64.34,0
D,0.7,64.48,0
K,1.3,80.97,0
A,1.3,55.89,0
J,2.4,86.07,0
K,2.7,87.29,0
B,1.0,69.09,0
D,1.2,73.72,0
H,1.8,84.08,0
E,2.9,83.74,0
H,1.1,78.49,0
A,2.1,65.88,0
A,1.6,60.52,0
G,2.6,84.77,0
E,0.8,68.37,0
K,0.9,76.67,0
G,0.6,63.01,0
J,0.7,70.7,0
H,3.0,87.29,0
K,1.7,84.13,0
K,0.8,73.97,0
J,1.7,83.91,0
E,2.9,84.44,0
K,2.4,86.69,0
B,2.8,82.24,0
K,2.2,86.23,0
K,2.2,86.02,0
G,1.3,78.26,0
K,1.9,85.13,0
K,1.5,82.78,0
H,0.6,67.97,0
J,2.3,85.62,0
K,2.6,86.99,0
G,1.5,79.84,0
H,2.0,85.19,0
K,1.9,84.84,0
K,2.4,86.57,0
K,2.5,86.5,0
K,1.6,83.58,0
D,2.7,82.89,0
E,2.4,82.87,0
J,3.0,86.9,0
J,2.4,86.07,0
A,0.8,44.65,0
G,1.9,82.39,0
J,2.6,86.32,0
H,2.8,86.77,0
H,2.8,86.81,0
D,1.8,79.89,0
D,1.8,79.86,0
K,0.5,65.04,0
K,1.1,78.95,0
G,1.6,80.43,0
K,1.8,84.45,0
H,2.3,86.3,0
H,3.0,87.16,0
K,3.0,87.54,0
G,1.5,79.9,0
A,2.0,64.8,0
B,2.5,81.59,0
D,2.3,81.73,0
F,2.9,85.04,0
E,1.0,72.45,0
J,0.9,74.14,0
E,1.9,81.11,0
B,1.2,72.22,0
H,0.8,74.08,0
G,1.3,78.17,0
K,2.6,86.82,0
J,1.2,79.49,0
K,1.3,79.88,0
K,2.0,85.35,0
G,1.1,75.96,0
J,1.9,84.65,0
K,0.6,68.41,0
D,0.5,56.0,0
G,2.3,84.05,0
H,1.0,77.56,0
H,2.3,85.95,0
G,2.5,84.32,0
K,2.1,85.81,0
K,1.2,80.16,0
C,1.1,62.66,0
A,2.2,66.62,0
K,1.2,80.16,0
B,2.7,82.08,0
H,2.5,86.38,0
K,1.0,78.18,0
K,1.9,84.98,0
H,2.8,86.9,0
D,1.9,80.29,0
E,2.0,81.51,0
K,0.6,69.39,0
G,2.0,83.4,0
H,1.7,83.47,0
B,2.4,81.29,0
A,0.5,34.22,0
H,2.2,85.47,0
J,2.7,86.6,0
K,0.8,74.07,0
H,1.7,83.96,0
C,2.7,77.11,0
K,3.0,87.89,0
K,1.2,80.02,0
G,2.7,85.36,0
G,1.7,81.29,0
B,1.9,78.55,0
J,2.0,84.87,0
K,2.8,87.4,0
H,2.2,85.67,0
K,2.9,87.48,0
B,0.9,68.08,0
D,1.3,75.86,0
H,0.8,73.4,0
H,0.7,71.16,0
H,1.7,83.67,0
H,2.3,85.85,0
B,2.7,82.57,0
H,3.0,87.14,0
K,2.5,87.01,0
K,0.6,68.36,0
J,1.9,84.45,0
K,2.9,87.54,0
K,1.6,83.4,0
B,1.5,76.29,0
G,1.6,80.92,0
C,2.6,76.92,0
E,1.7,80.38,0
K,1.5,83.2,0
K,1.0,78.27,0
H,2.4,86.05,0
B,2.3,80.43,0
D,1.2,74.61,0
G,3.0,85.79,0
K,2.5,87.0,0
E,2.8,84.1,0
H,0.8,73.66,0
H,0.6,67.41,0
H,2.8,86.68,0
F,0.7,64.83,0
K,2.5,86.62,0
B,0.9,67.52,0
J,1.5,82.78,0
H,0.5,64.27,0
K,1.6,83.42,0
K,3.0,87.67,0
J,2.5,86.26,0
K,1.8,84.36,0
F,2.5,83.8,0
E,0.7,65.16,0
J,2.4,86.49,0
D,2.2,81.55,0
K,1.1,79.05,0
K,2.5,86.65,0
B,1.7,77.37,0
K,1.0,77.6,0
K,1.4,82.28,0
K,1.6,83.34,0
B,1.9,78.64,0
K,1.0,78.3,0
H,2.7,86.67,0
K,1.7,84.2,0
K,0.8,73.58,0
A,1.5,59.03,0
K,0.5,65.07,0
K,1.1,78.84,0
K,1.5,83.03,0
J,2.7,86.5,0
H,2.3,85.71,0
H,2.3,85.92,0
K,2.3,86.3,0
E,2.7,83.54,0
H,0.6,68.02,0
K,1.4,82.12,0
K,0.6,66.38,0
J,1.3,80.57,0
G,0.7,67.26,0
H,2.4,86.06,0
G,1.1,75.34,0
K,2.7,87.26,0
H,2.5,86.42,0
J,2.5,86.35,0
J,2.8,87.12,0
D,2.5,82.54,0
K,2.6,87.12,0
H,1.4,81.71,0
K,2.2,86.1,0
H,1.2,79.7,0
B,1.2,72.0,0
K,2.0,85.57,0
K,1.6,83.61,0
D,0.8,67.64,0
K,1.8,84.39,0
B,2.9,82.12,0
H,1.4,81.57,0
H,2.0,84.82,0
B,1.3,74.78,0
H,0.5,64.6,0
H,2.5,86.31,0
K,1.1,77.17,0
E,1.7,80.05,0
K,2.4,86.53,0
H,1.3,80.77,0
H,0.5,64.55,0
K,1.1,77.48,0
F,2.6,84.26,0
J,0.7,70.06,0
K,2.2,85.96,0
K,0.5,65.08,0
D,2.5,82.63,0
K,2.6,86.88,0
K,0.7,70.06,0
F,1.9,81.48,0
K,2.4,86.49,0
D,1.3,75.2,0
F,1.6,79.49,0
G,1.2,77.15,0
K,1.9,84.99,0
K,1.4,81.99,0
G,1.7,80.96,0
E,3.0,84.51,0
D,1.6,78.18,0
J,1.7,83.41,0
K,2.3,86.13,0
K,1.7,83.92,0
B,2.3,81.48,0
E,2.2,82.02,0
K,2.0,85.34,0
E,0.6,62.18,0
H,0.7,71.08,0
H,2.7,86.66,0
H,1.5,82.2,0
H,1.3,80.26,0
H,0.8,73.46,0
H,1.7,83.63,0
H,1.0,78.16,0
J,1.4,80.69,0
A,2.5,68.75,0
D,1.7,79.07,0
B,1.2,73.15,0
K,2.9,87.42,0
J,1.6,82.84,0
I,0.9,73.02,0
H,1.3,80.72,0
H,1.9,84.37,0
H,1.5,82.59,0
H,1.1,78.64,0
D,0.6,60.85,0
H,0.9,75.46,0
J,2.9,86.79,0
K,1.1,79.71,0
K,2.4,86.59,0
I,0.7,67.64,0
K,2.1,85.6,0
J,0.6,68.98,0
H,1.1,78.59,0
K,0.5,65.42,0
H,0.9,75.46,0
D,2.3,82.2,0
K,0.5,65.13,0
H,1.3,80.54,0
K,2.4,86.51,0
G,2.5,84.87,0
K,1.5,82.61,0
H,0.5,64.43,0
K,2.7,87.04,0
B,2.5,81.12,0
K,1.3,81.52,0
H,2.5,86.44,0
H,2.4,86.13,0
H,2.2,85.69,0
K,2.7,87.16,0
J,2.2,85.27,0
K,1.2,80.88,0
B,0.5,53.76,0
H,3.0,87.04,0
H,0.6,67.52,0
J,1.6,83.01,0
J,0.5,63.57,0
K,1.2,80.24,0
H,2.5,86.08,0
J,1.1,78.55,0
D,1.7,79.46,0
K,2.9,87.39,0
H,1.4,81.51,0
K,0.9,75.66,0
D,2.1,81.35,0
I,1.2,77.5,0
K,0.8,73.74,0
C,2.9,77.82,0
J,0.5,63.18,0
K,1.2,80.93,0
F,2.8,84.65,0
E,1.9,81.38,0
G,3.0,85.85,0
K,2.6,86.94,0
H,2.7,86.6,0
J,1.0,77.22,0
E,1.1,74.22,0
E,1.2,76.29,0
G,2.3,84.22,0
J,2.5,86.36,0
H,1.1,78.28,0
I,3.0,86.11,0
D,2.3,82.03,0
K,0.7,71.4,0
G,2.7,85.04,0
D,1.0,71.25,0
H,1.5,82.35,0
K,1.1,78.81,0
K,1.3,81.3,0
B,2.3,80.79,0
G,1.2,76.55,0
E,1.8,80.57,0
K,2.1,85.81,0
K,2.1,85.74,0
J,0.5,64.21,0
H,2.9,87.05,0
G,0.5,60.34,0
D,0.8,67.45,0
K,2.2,85.95,0
B,0.8,65.97,0
K,1.7,84.31,0
J,0.6,67.49,0
K,2.6,86.96,0
J,2.1,85.19,0
H,1.6,83.5,0
K,2.4,86.42,0
E,1.2,75.06,0
G,2.6,85.13,0
F,1.2,75.69,0
E,2.0,82.01,0
J,1.1,78.49,0
K,1.8,84.59,0
K,2.7,87.29,0
H,2.5,86.23,0
H,2.1,85.34,0
K,1.9,84.87,0
H,1.7,83.63,0
A,0.9,47.72,0
H,1.9,84.37,0
J,2.7,86.42,0
J,2.7,87.06,0
J,0.9,75.44,0
K,0.8,73.21,0
H,1.9,83.88,0
K,2.5,86.61,0
J,2.9,87.23,0
K,1.4,82.23,0
K,0.8,74.75,0
G,3.0,85.57,0
K,2.6,86.57,0
D,0.9,69.67,0
G,1.8,82.05,0
K,1.4,81.76,0
K,1.1,79.77,0
K,0.6,68.77,0
B,1.1,71.57,0
H,2.5,86.3,0
K,1.7,84.07,0
D,0.6,61.17,0
H,1.3,80.58,0
J,2.5,85.88,0
E,1.3,76.6,0
H,1.5,82.49,0
H,2.0,85.37,0
H,0.8,73.69,0
H,2.2,85.55,0
J,1.0,76.88,0
D,1.1,73.77,0
J,2.7,86.67,0
G,1.8,82.0,0
J,2.0,84.65,0
G,1.4,79.0,0
J,1.4,82.08,0
D,2.5,82.49,0
J,2.3,85.81,0
K,0.5,65.17,0
B,2.6,81.39,0
K,1.2,80.01,0
J,2.9,86.94,0
K,1.6,83.39,0
K,2.8,87.57,0
D,2.7,83.36,0
K,1.5,82.92,0
H,0.7,70.96,0
H,1.0,77.18,0
B,1.1,70.78,0
K,3.0,87.5,0
K,3.0,87.5,0
H,1.8,84.07,0
K,2.1,85.69,0
K,1.0,77.56,0
E,2.6,83.33,0
G,0.7,66.97,0
H,2.1,85.39,0
H,2.7,86.45,0
J,1.1,77.61,0
K,1.9,84.98,0
E,2.3,82.48,0
C,2.8,77.19,0
K,3.0,87.56,0
F,3.0,85.15,0
E,1.4,77.4,0
H,2.3,86.11,0
H,1.2,79.3,0
A,1.9,63.95,0
K,1.9,85.1,0
D,1.2,73.77,0
J,2.6,86.53,0
B,0.7,62.15,0
J,1.1,77.6,0
H,0.9,75.19,0
F,0.6,61.7,0
J,1.4,80.52,0
H,1.6,82.94,0
I,1.0,75.34,0
E,1.4,77.06,0
G,1.9,82.69,0
H,1.2,79.5,0
J,0.5,64.57,0
D,1.3,75.25,0
C,1.7,71.22,0
K,1.2,79.92,0
E,1.4,77.46,0
D,0.9,69.4,0
K,2.2,85.96,0
H,2.8,86.84,0
K,2.9,87.45,0
H,2.4,86.25,0
D,1.8,79.42,0
H,1.8,83.86,0
K,2.2,86.06,0
K,2.5,86.73,0
K,2.9,87.27,0
C,1.3,66.59,0
K,0.5,65.25,0
H,3.0,87.16,0
F,0.5,57.25,0
J,3.0,87.53,0
G,2.6,84.88,0
H,2.7,86.74,0
J,3.0,87.04,0
I,1.4,79.24,0
H,2.9,86.92,0
I,1.5,79.74,0
K,2.1,85.59,0
K,1.0,77.8,0
H,2.2,85.47,0
K,1.9,85.26,0
H,0.6,67.64,0
D,0.7,64.09,0
K,2.0,85.2,0
K,0.7,71.93,0
K,1.1,78.98,0
H,2.4,86.11,0
K,2.4,86.73,0
K,0.6,68.18,0
K,2.4,86.34,0
K,1.3,81.02,0
E,2.2,82.12,0
J,1.2,79.48,0
K,0.9,76.61,0
K,2.1,85.64,0
H,2.7,86.89,0
H,2.3,85.83,0
H,1.2,79.7,0
B,2.4,81.76,0
B,2.1,80.57,0
K,2.8,87.4,0
E,2.7,83.24,0
B,2.6,81.85,0
J,1.2,78.07,0
B,0.5,54.72,0
J,2.6,86.3,0
J,0.9,75.5,0
H,1.0,77.23,0
K,0.7,71.6,0
K,2.3,86.34,0
K,1.4,82.03,0
H,0.7,71.16,0
H,1.9,83.87,0
K,3.0,87.63,0
H,2.9,86.99,0
H,1.3,81.42,0
K,0.8,73.89,0
K,1.6,83.3,0
C,2.0,73.59,0
K,2.9,87.57,0
H,2.9,87.08,0
D,2.4,82.32,0
C,1.8,72.31,0
J,0.6,66.07,0
K,1.5,82.68,0
K,2.7,87.3,0
D,1.9,80.68,0
E,1.3,77.54,0
K,1.1,78.69,0
H,2.7,86.76,0
B,1.6,76.55,0
H,1.6,82.26,0
K,0.7,71.67,0
K,2.0,84.65,0
J,1.9,83.73,0
G,0.9,71.74,0
A,1.0,50.12,0
K,3.0,87.66,0
G,0.5,60.19,0
K,2.5,86.83,0
G,0.8,69.98,0
K,1.0,77.28,0
K,0.7,70.9,0
F,2.3,83.28,0
G,3.0,85.65,0
G,0.7,67.54,0
K,2.6,87.11,0
G,1.1,75.77,0
K,1.5,83.2,0
E,2.5,82.98,0
K,1.0,77.45,0
I,2.0,84.17,0
K,1.4,82.01,0
D,3.0,83.63,0
H,2.0,85.17,0
A,2.3,67.57,0
K,1.7,83.87,0
H,0.6,67.74,0
D,1.4,76.95,0
H,1.2,79.49,0
K,1.1,78.5,0
J,1.6,83.06,0
H,1.6,82.87,0
E,2.4,83.34,0
K,1.5,82.62,0
K,2.7,87.13,0
J,0.7,70.59,0
B,1.6,76.55,0
H,1.7,83.38,0
J,0.9,75.35,0
H,2.5,86.31,0
H,2.0,85.01,0
K,1.8,84.92,0
B,1.8,79.06,0
H,3.0,87.17,0
K,1.7,83.82,0
F,2.4,83.61,0
B,2.2,80.0,0
K,1.9,85.17,0
E,1.5,78.5,0
H,2.4,86.04,0
K,0.8,74.16,0
J,3.0,86.85,0
K,1.9,84.89,0
G,1.1,75.54,0
J,2.5,86.06,0
H,2.6,86.45,0
K,2.1,85.66,0
D,0.9,69.22,0
C,2.2,74.86,0
J,2.4,85.81,0
J,1.9,84.46,0
J,1.5,82.07,0
J,1.5,81.87,0
J,2.1,84.7,0
K,1.7,83.84,0
H,1.1,78.48,0
H,1.7,83.54,0
J,2.1,85.34,0
K,2.6,87.1,0
D,1.5,77.32,0
J,2.8,86.87,0
J,2.9,87.28,0
F,1.3,76.71,0
D,1.0,71.68,0
H,0.7,70.92,0
J,2.3,86.31,0
E,3.0,84.01,0
I,2.3,85.13,0
G,1.8,81.82,0
K,0.7,71.49,0
H,2.0,84.88,0
G,0.8,69.74,0
K,1.6,83.31,0
K,1.4,81.89,0
E,2.8,83.59,0
D,2.8,83.09,0
H,2.1,85.2,0
J,3.0,87.29,0
B,2.9,82.33,0
E,2.9,83.84,0
K,0.6,67.07,0
K,2.2,85.49,0
H,2.2,85.48,0
K,2.7,86.33,0
J,2.0,85.13,0
J,1.9,84.25,0
I,0.5,61.2,0
H,1.9,84.93,0
